,location,year,km,fuel,gears,owners,kmpl,engine_size,power,seats,price
3706,10,2016,31000,1,1,1,21.76,1995.0,190.0,5.0,2995000.0
3707,10,2014,80000,1,0,2,24.2,1498.0,98.6,7.0,484999.99999999994
3708,6,2016,33000,1,1,1,17.01,1582.0,126.2,5.0,1450000.0
3709,6,2011,71556,0,0,1,17.0,1497.0,118.0,5.0,550000.0
3711,3,2016,91000,1,0,1,26.59,1248.0,74.0,5.0,450000.0
3712,4,2015,73187,1,1,1,13.0,2143.0,204.0,5.0,3072000.0
3713,7,2009,232000,1,0,1,11.5,1991.0,147.9,7.0,350000.0
3714,2,2007,127079,1,0,1,12.8,2494.0,102.0,7.0,699000.0
3715,8,2014,58816,1,0,1,17.21,1493.0,100.0,7.0,345000.0
3716,8,2015,63818,0,0,1,17.4,1497.0,117.3,5.0,657000.0
3717,9,2014,40000,1,1,1,17.11,1968.0,174.33,5.0,1750000.0
3718,5,2013,77445,1,0,1,22.07,1199.0,73.9,5.0,375000.0
3719,11,2017,14000,0,1,1,14.8,1497.0,121.36,5.0,999000.0
3720,9,2012,85122,1,0,1,12.99,2494.0,100.0,7.0,819999.9999999999
3721,7,2005,123000,0,0,3,13.0,1493.0,100.0,5.0,110000.00000000001
3723,3,2015,63714,0,0,1,24.7,796.0,47.3,5.0,245000.00000000003
3724,11,2009,53000,1,1,1,8.7,2987.0,224.34,5.0,1375000.0
3726,1,2017,33000,1,0,1,24.3,1248.0,88.5,5.0,925000.0
3727,10,2013,31000,1,1,1,13.2,2400.0,215.0,5.0,1764999.9999999998
3728,5,2014,79000,1,1,1,12.55,2982.0,168.5,7.0,1825000.0
3730,2,2015,58970,1,1,1,17.11,1968.0,174.33,5.0,2375000.0
3731,10,2013,60000,1,0,2,19.64,1461.0,108.5,5.0,545000.0
3732,4,2017,35225,0,1,1,23.1,998.0,67.04,5.0,525000.0
3734,5,2012,62282,0,1,1,16.95,1197.0,78.9,5.0,290000.0
3735,6,2010,80000,1,1,1,22.69,1995.0,190.0,5.0,1420000.0
3736,8,2018,43698,0,0,1,18.9,1197.0,82.0,5.0,580000.0
3737,4,2017,28052,0,1,1,18.9,1197.0,82.0,5.0,722000.0
3738,4,2016,29091,0,0,1,18.9,1197.0,81.86,5.0,487000.0
3739,5,2013,63000,0,0,1,16.47,1198.0,74.0,5.0,330000.0
3740,6,2007,91000,0,0,2,17.7,1497.0,78.0,5.0,300000.0
3741,6,2014,30000,1,1,1,17.9,2143.0,136.0,5.0,2600000.0
3742,6,2017,24571,0,0,1,14.0,796.0,35.0,5.0,290000.0
3743,2,2014,45000,0,1,1,15.74,1591.0,121.3,5.0,750000.0
3744,6,2015,24617,0,0,1,22.74,796.0,47.3,5.0,236000.0
3745,4,2017,26927,1,0,1,24.3,1248.0,88.5,5.0,1139000.0
3746,8,2013,87736,1,0,1,15.1,2179.0,140.0,7.0,702000.0
3747,5,2016,35299,1,0,1,24.3,1248.0,88.5,5.0,800000.0
3748,8,2017,51612,0,0,1,18.6,1197.0,81.83,5.0,711000.0
3750,6,2009,65090,0,0,1,19.7,796.0,46.3,5.0,215000.0
3751,9,2013,40000,0,0,1,18.0,1198.0,86.7,5.0,325000.0
3752,8,2015,38467,1,1,1,12.65,2993.0,255.0,5.0,7066000.0
3753,10,2013,71904,1,0,1,24.0,1120.0,70.0,5.0,461000.00000000006
3754,10,2008,87000,0,0,1,13.5,1799.0,130.0,5.0,235000.0
3755,3,2014,33000,1,0,2,24.0,1120.0,70.0,5.0,405000.0
3756,7,2009,22100,0,0,2,16.1,796.0,37.0,4.0,80000.0
3757,6,2014,59589,1,0,1,23.59,1364.0,67.1,5.0,560000.0
3758,5,2015,44000,1,0,1,22.54,1396.0,88.73,5.0,535000.0
3759,10,2017,12000,0,0,1,24.07,998.0,67.1,5.0,325000.0
3760,11,2012,66000,1,1,2,17.05,1995.0,184.0,5.0,1150000.0
3761,11,2016,38009,0,1,1,23.1,998.0,67.04,5.0,425000.0
3762,10,2009,35000,0,1,2,13.7,1798.0,157.75,5.0,445000.0
3763,11,2009,70000,1,0,1,14.0,2498.0,112.0,7.0,285000.0
3764,5,2014,86000,1,0,1,15.1,2179.0,140.0,7.0,785000.0
3765,11,2016,32000,0,0,1,19.1,1197.0,85.8,5.0,530000.0
3766,10,2017,15000,0,0,1,18.88,999.0,123.24,5.0,800000.0
3767,4,2014,69918,1,0,1,21.43,1364.0,87.2,5.0,943000.0
3768,11,2012,39000,0,0,1,18.5,1197.0,80.0,5.0,275000.0
3770,6,2009,85000,1,1,1,11.0,2987.0,198.5,5.0,999000.0
3771,3,2017,46663,0,0,1,21.1,998.0,100.0,5.0,695000.0
3772,3,2015,27000,0,1,1,17.97,1498.0,99.6,5.0,675000.0
3773,3,2015,15000,0,1,1,18.9,1197.0,82.0,5.0,550000.0
3774,8,2018,10575,0,0,1,21.56,1462.0,103.25,5.0,918000.0
3775,7,2014,12500,0,0,1,19.1,1197.0,82.0,5.0,415000.00000000006
3776,1,2012,52000,1,0,1,22.32,1582.0,126.32,5.0,650000.0
3778,6,2008,90000,1,0,2,16.8,1493.0,110.0,5.0,225000.0
3779,8,2015,52207,0,0,1,17.71,1197.0,78.9,5.0,455999.99999999994
3780,11,2013,167362,1,0,1,11.68,2498.0,112.0,7.0,400000.0
3781,4,2015,49894,1,0,1,23.59,1364.0,67.06,5.0,527000.0
3782,8,2019,13024,1,0,1,18.06,2523.0,63.0,7.0,911000.0
3783,11,2010,128000,1,0,2,14.42,1995.0,147.6,5.0,620000.0
3784,8,2017,26023,1,1,1,11.36,2755.0,171.5,7.0,1997000.0
3785,5,2016,42784,1,0,1,21.38,1396.0,88.7,5.0,1017000.0
3786,11,2014,115000,1,0,1,28.4,1248.0,74.0,5.0,450000.0
3787,8,2019,30529,1,0,1,23.9,1582.0,126.2,5.0,1428000.0
3788,8,2012,14814,0,0,2,19.7,796.0,46.3,5.0,247000.00000000003
3789,1,2016,58000,1,0,1,23.65,1248.0,88.5,5.0,790000.0
3790,6,2011,68128,0,0,1,21.1,814.0,55.2,5.0,229999.99999999997
3791,6,2013,63220,0,0,1,13.24,1598.0,102.5,5.0,650000.0
3792,6,2016,30000,0,0,1,21.1,814.0,55.2,5.0,325000.0
3793,2,2017,27768,1,0,1,20.65,1248.0,88.7,5.0,585000.0
3794,6,2014,53000,1,1,2,14.21,2143.0,203.0,5.0,2900000.0
3795,4,2014,87652,1,1,2,14.16,1968.0,174.3,5.0,2571000.0
3796,3,2008,94873,0,0,2,15.3,1596.0,101.0,5.0,185000.0
3797,10,2015,56000,1,1,1,18.88,1995.0,184.0,5.0,2275000.0
3798,8,2018,18678,0,0,1,21.1,998.0,100.0,5.0,832000.0
3801,6,2013,59000,0,0,1,20.36,1197.0,78.9,5.0,345000.0
3802,10,2017,13000,0,0,1,18.9,1197.0,82.0,5.0,515000.00000000006
3803,8,2014,74325,0,0,1,19.4,1198.0,86.8,5.0,351000.0
3804,9,2015,45000,1,0,1,21.9,1396.0,88.76,5.0,345000.0
3805,11,2013,57000,0,0,1,16.47,1198.0,73.9,5.0,375000.0
3806,11,2001,125943,0,0,2,13.0,1493.0,100.0,5.0,145000.0
3808,6,2010,154000,1,0,1,13.1,2499.0,141.0,7.0,799000.0
3809,2,2013,62000,1,0,2,18.3,1991.0,147.9,5.0,675000.0
3811,9,2014,45000,1,0,1,24.2,1498.0,98.6,7.0,500000.0
3812,11,2012,105000,1,0,2,20.77,1248.0,88.76,7.0,590000.0
3813,10,2013,26000,0,0,1,18.9,1197.0,82.0,5.0,375000.0
3814,10,2014,30900,1,1,1,14.74,2993.0,270.9,5.0,2950000.0
3815,3,2014,48000,0,0,1,18.0,1198.0,86.7,5.0,475000.0
3816,11,2011,112719,1,1,1,12.4,2698.0,179.5,5.0,1150000.0
3817,3,2017,5000,0,0,1,18.6,1197.0,81.83,5.0,695000.0
3818,10,2016,16000,0,0,1,17.0,1198.0,73.75,5.0,540000.0
3819,7,2011,63000,0,1,1,13.4,1997.0,135.1,5.0,475000.0
3820,3,2011,28300,0,0,1,24.07,998.0,67.1,5.0,215000.0
3821,7,2005,49000,0,0,1,19.7,796.0,46.3,5.0,90000.0
3822,9,2016,12501,0,0,1,20.51,998.0,67.04,5.0,350000.0
3823,8,2016,56628,1,0,1,20.4,1248.0,92.0,5.0,585000.0
3824,11,2010,105000,1,0,1,19.3,1248.0,73.9,5.0,315000.0
3825,11,2016,52126,1,0,1,21.64,1461.0,84.8,5.0,600000.0
3826,9,2010,38000,0,0,1,18.5,1197.0,80.0,5.0,223000.0
3827,2,2016,50000,0,0,1,19.1,1197.0,82.0,5.0,250000.0
3828,8,2015,50230,0,0,1,18.9,998.0,67.1,5.0,387000.0
3829,1,2014,31000,1,0,1,15.1,2179.0,140.0,7.0,950000.0
3831,5,2012,130000,1,0,1,19.64,1461.0,108.45,5.0,375000.0
3832,3,2010,115000,0,0,2,17.92,1086.0,62.1,5.0,150000.0
3833,11,2013,41500,0,0,2,17.01,1591.0,121.3,5.0,500000.0
3834,11,2014,54385,1,1,2,15.06,1995.0,177.0,5.0,1700000.0
3835,8,2011,56361,0,1,1,12.9,1799.0,130.0,5.0,438000.0
3836,5,2018,22000,0,1,1,15.26,1798.0,187.74,5.0,4150000.0
3837,9,2017,8000,0,0,1,20.51,998.0,67.04,5.0,300000.0
3838,4,2018,28741,1,0,1,24.3,1248.0,88.5,5.0,1100000.0
3839,11,2012,117236,1,1,2,11.8,2720.0,190.0,7.0,1400000.0
3841,9,2018,5000,0,0,1,17.0,1591.0,121.3,5.0,869999.9999999999
3842,6,2016,42000,1,0,1,25.47,1248.0,88.5,7.0,990000.0
3843,10,2010,32773,0,0,1,13.2,1495.0,94.0,5.0,204999.99999999997
3844,9,2016,19008,0,0,1,17.0,1197.0,80.0,5.0,525000.0
3845,8,2012,32542,0,0,1,17.0,1591.0,121.3,5.0,577000.0
3846,6,2010,94753,0,0,1,19.7,796.0,46.3,5.0,195000.0
3847,1,2011,70000,1,0,2,12.05,2179.0,120.0,8.0,745000.0
3848,5,2012,68347,0,0,1,18.9,998.0,67.1,5.0,260000.0
3849,1,2011,72000,0,0,2,17.0,1197.0,80.0,5.0,325000.0
3850,6,2010,75014,1,0,1,21.1,1248.0,73.9,5.0,385000.0
3851,5,2013,65000,1,1,2,13.73,1995.0,148.0,5.0,750000.0
3852,8,2012,55598,1,1,1,22.69,1995.0,190.0,5.0,1150000.0
3853,11,2013,50000,0,0,1,19.4,1198.0,86.8,5.0,325000.0
3854,3,2003,44200,0,0,2,11.7,1997.0,134.0,5.0,150000.0
3855,7,2014,65000,1,0,1,19.3,1248.0,73.9,5.0,531000.0
3856,6,2013,49000,1,0,1,16.0,2179.0,140.0,7.0,900000.0
3857,9,2016,7200,0,0,1,19.81,1086.0,68.05,5.0,359000.0
3858,8,2016,43152,0,0,1,20.73,1373.0,91.1,5.0,735000.0
3859,11,2013,112000,1,0,1,12.8,2494.0,102.0,8.0,1200000.0
3860,4,2017,23540,0,0,1,18.9,1197.0,82.0,5.0,602000.0
3861,4,2008,82160,1,0,1,16.52,1991.0,123.7,5.0,256999.99999999997
3862,11,2013,57000,1,0,1,12.83,2696.0,162.0,7.0,1245000.0
3863,4,2015,39335,1,0,1,15.1,2179.0,140.0,7.0,1263000.0
3864,2,2014,62000,0,0,2,17.4,1497.0,117.3,5.0,775000.0
3865,5,2014,60000,1,0,1,22.7,1498.0,89.84,5.0,550000.0
3866,9,2015,35000,0,0,1,18.6,1197.0,81.83,5.0,443000.0
3867,8,2016,32345,1,1,1,17.9,2143.0,136.0,5.0,2451000.0
3868,1,2014,47000,0,0,1,22.0,814.0,55.0,5.0,265000.0
3870,5,2011,36000,0,0,1,17.6,1496.0,88.7,5.0,320000.0
3871,3,2016,75000,1,0,1,23.4,1248.0,74.0,5.0,425000.0
3872,9,2008,38000,0,0,1,19.7,796.0,46.3,5.0,110000.00000000001
3873,3,2015,57818,0,0,1,23.1,998.0,67.04,5.0,430000.0
3874,6,2015,45000,1,0,1,22.7,1498.0,89.84,5.0,890000.0
3875,7,2015,75055,1,0,1,19.01,1461.0,108.5,5.0,650000.0
3876,5,2009,65462,0,1,3,11.1,2354.0,142.0,5.0,350000.0
3877,6,2008,76206,1,0,1,17.8,1248.0,75.0,5.0,425000.0
3878,8,2018,25948,1,1,1,16.0,2179.0,140.0,7.0,1646000.0
3879,10,2016,28500,0,0,1,18.7,1199.0,88.7,5.0,595000.0
3880,10,2015,28004,0,0,1,17.8,1497.0,117.3,5.0,710000.0
3881,9,2011,25000,0,0,2,15.7,1172.0,67.0,5.0,125000.0
3883,11,2013,82543,0,0,1,16.02,1373.0,93.7,7.0,550000.0
3884,3,2013,30000,0,0,1,18.44,1198.0,75.0,5.0,325000.0
3885,6,2010,27800,0,0,1,17.0,1497.0,118.0,5.0,500000.0
3886,4,2016,33415,0,0,1,16.78,1496.0,88.73,5.0,658000.0
3887,10,2013,38000,1,1,1,18.88,1995.0,184.0,5.0,1950000.0
3888,8,2017,41981,0,0,1,18.7,1199.0,88.7,5.0,614000.0
3889,7,2013,77084,1,0,1,28.4,1248.0,73.75,5.0,495000.0
3890,6,2013,71803,1,0,1,20.5,1598.0,103.5,5.0,575000.0
3891,9,2013,73314,1,0,1,15.1,2179.0,140.0,7.0,660000.0
3892,4,2015,69053,0,1,1,18.9,1197.0,82.0,5.0,572000.0
3893,5,2009,79782,0,0,2,17.0,1497.0,118.0,5.0,260000.0
3895,11,2011,90000,1,0,2,15.1,2179.0,140.0,7.0,610000.0
3896,6,2010,130000,1,0,1,19.3,1248.0,73.9,5.0,385000.0
3897,11,2013,65000,0,0,2,15.04,1598.0,103.6,5.0,450000.0
3899,2,2013,76000,1,1,2,16.55,1968.0,147.51,5.0,1825000.0
3900,1,2012,28002,0,0,1,16.02,1373.0,93.7,7.0,575000.0
3902,7,2010,70000,0,0,2,16.1,796.0,37.0,4.0,90000.0
3903,6,2011,66276,0,0,1,17.0,1497.0,118.0,5.0,550000.0
3904,9,2014,45000,0,0,1,19.1,1197.0,85.8,5.0,399000.0
3905,5,2014,67000,0,1,1,19.16,2494.0,158.2,5.0,1875000.0
3906,9,2014,43068,1,0,1,24.0,1120.0,70.0,5.0,350000.0
3907,3,2016,40000,1,1,1,11.36,2755.0,171.5,8.0,1645000.0
3908,4,2011,50436,0,0,1,20.36,1197.0,78.9,5.0,365000.0
3909,2,2014,21000,0,1,1,18.9,1197.0,82.0,5.0,540000.0
3910,10,2018,2000,1,0,1,27.39,1248.0,74.0,5.0,869999.9999999999
3911,10,2016,14500,0,1,1,14.67,1798.0,177.46,5.0,2075000.0
3912,6,2010,68782,1,1,1,14.84,2143.0,170.0,5.0,1250000.0
3913,9,2011,35888,1,0,1,21.1,1248.0,73.9,5.0,189000.0
3914,9,2015,168205,1,0,1,23.4,1248.0,74.0,5.0,400000.0
3915,10,2012,47000,0,0,1,14.8,1799.0,130.2,5.0,395000.0
3916,6,2015,93700,1,0,1,24.52,1248.0,88.5,7.0,785000.0
3917,9,2014,45000,1,0,1,22.7,1582.0,126.24,5.0,700000.0
3918,6,2016,55547,1,1,1,12.55,2982.0,168.5,7.0,2499000.0
3919,5,2013,69000,0,1,1,17.21,1197.0,103.6,5.0,450000.0
3920,11,2005,88000,1,0,3,18.7,1896.0,66.0,5.0,125000.0
3921,5,2014,32400,1,0,1,20.14,1498.0,88.8,5.0,395000.0
3922,11,2012,79000,0,0,2,17.92,1086.0,62.1,5.0,160000.0
3923,6,2004,110000,0,0,1,13.2,1495.0,94.0,5.0,60000.0
3924,4,2014,45407,0,0,2,21.1,814.0,55.2,5.0,339000.0
3925,6,2011,136490,1,0,1,12.8,2494.0,102.0,7.0,980000.0000000001
3926,10,2017,19000,1,0,1,26.8,1248.0,74.0,5.0,591000.0
3927,10,2017,19416,0,0,1,21.56,1462.0,103.25,5.0,825000.0
3928,10,2012,15500,0,0,1,17.5,1298.0,85.8,5.0,375000.0
3929,6,2017,12538,0,1,1,18.0,1497.0,117.3,5.0,1250000.0
3931,5,2015,44328,0,0,1,19.4,1198.0,86.8,5.0,380000.0
3932,5,2014,63000,1,0,1,23.59,1364.0,67.04,5.0,434999.99999999994
3933,6,2015,100000,1,1,1,13.5,2400.0,215.0,5.0,3250000.0
3935,11,2016,50296,1,1,2,11.36,2755.0,171.5,7.0,1900000.0
3936,11,2013,95500,1,0,1,20.54,1598.0,103.6,5.0,500000.0
3937,11,2014,72100,1,0,1,22.7,1498.0,89.84,5.0,545000.0
3938,10,2010,19119,0,0,1,18.9,998.0,67.1,5.0,270000.0
3939,10,2006,30000,0,0,1,13.0,2987.0,210.0,5.0,1075000.0
3940,6,2015,75600,1,0,1,20.14,1498.0,88.8,5.0,580000.0
3941,11,2007,137000,0,0,2,15.3,1193.0,65.3,5.0,95000.0
3942,7,2002,53500,0,0,2,16.1,796.0,37.0,4.0,63000.0
3943,8,2018,26101,1,0,1,17.1,1956.0,170.0,5.0,1755000.0
3944,11,2016,7000,0,0,1,24.07,998.0,67.1,5.0,300000.0
3945,2,2013,50000,1,1,1,19.3,1968.0,141.0,5.0,1500000.0
3946,6,2016,30000,1,0,1,26.59,1248.0,74.0,5.0,600000.0
3947,10,2016,38151,1,0,1,28.09,1248.0,88.5,5.0,765000.0
3948,7,2009,116000,1,0,2,15.8,2148.0,170.0,5.0,850000.0
3950,5,2010,60000,0,1,2,14.53,1798.0,138.1,5.0,465000.00000000006
3951,10,2016,38000,1,0,1,22.7,1598.0,118.0,5.0,785000.0
3952,4,2011,51928,0,0,1,15.6,1196.0,70.0,5.0,346000.0
3953,10,2018,3000,0,1,1,19.0,1199.0,88.7,5.0,825000.0
3954,11,2006,67196,0,0,1,17.3,993.0,60.0,5.0,125000.0
3955,2,2012,100000,1,0,3,11.5,2982.0,171.0,7.0,1600000.0
3956,7,2015,65218,1,0,1,26.21,1248.0,88.5,5.0,740000.0
3957,8,2016,53886,0,0,1,25.17,799.0,53.3,5.0,307000.0
3958,4,2011,50058,0,1,1,19.2,1197.0,80.0,5.0,384000.0
3959,11,2016,64000,0,1,1,23.1,998.0,67.04,5.0,420000.0
3960,8,2018,41641,1,0,1,21.38,1396.0,88.7,5.0,1082000.0
3961,6,2016,44345,1,0,1,27.3,1498.0,98.6,5.0,610000.0
3962,9,2011,45501,0,0,1,17.0,1497.0,118.0,5.0,310000.0
3963,3,2001,104000,0,0,3,13.7,1468.0,85.8,5.0,100000.0
3964,4,2012,50297,0,0,1,16.95,1498.0,97.6,5.0,469000.00000000006
3965,10,2011,87000,0,1,1,11.7,2354.0,177.6,5.0,540000.0
3966,10,2016,120000,1,0,1,15.1,2179.0,140.0,7.0,1200000.0
3967,10,2018,17000,0,0,1,18.6,1197.0,81.83,5.0,650000.0
3968,3,2014,100000,1,0,1,23.08,1461.0,63.1,5.0,300000.0
3969,8,2015,50979,0,1,1,19.12,1373.0,91.1,5.0,690000.0
3970,3,2011,41000,1,0,1,20.54,1598.0,103.6,5.0,400000.0
3971,3,2011,24000,0,0,1,17.0,1197.0,80.0,5.0,425000.0
3972,6,2008,44738,0,0,1,14.53,1798.0,138.1,5.0,509999.99999999994
3973,9,2014,37298,1,0,1,25.1,1498.0,98.6,5.0,490000.00000000006
3974,11,2014,42000,0,0,2,20.4,1197.0,81.8,5.0,360000.0
3975,11,2016,45000,1,1,1,14.21,2143.0,203.0,5.0,3400000.0
3976,10,2015,102000,1,0,1,12.99,2494.0,100.6,7.0,825000.0
3978,4,2018,27467,1,1,1,19.27,2143.0,167.62,5.0,3904999.9999999995
3979,9,2015,15305,0,0,1,18.9,1197.0,82.0,5.0,375000.0
3980,10,2010,70000,0,0,1,18.9,998.0,67.1,5.0,210000.0
3981,6,2016,36778,1,0,1,22.77,1498.0,98.59,5.0,880000.0000000001
3982,4,2015,25845,0,0,1,16.47,1198.0,74.0,5.0,584000.0
3983,8,2018,33858,0,1,1,17.01,1591.0,121.3,5.0,902999.9999999999
3984,1,2017,12000,0,1,2,24.04,999.0,67.0,5.0,325000.0
3985,4,2013,33709,0,1,1,16.5,1198.0,86.8,5.0,490000.00000000006
3986,8,2018,32709,0,0,1,18.16,1196.0,86.8,5.0,646000.0
3987,2,2014,72000,1,0,2,11.5,2982.0,171.0,7.0,1850000.0
3988,1,2013,31000,1,0,1,25.0,1396.0,69.01,5.0,270000.0
3989,3,2016,70000,1,0,1,25.83,1498.0,99.0,5.0,459999.99999999994
3990,7,2014,61000,1,0,1,23.4,1248.0,74.0,5.0,535000.0
3991,11,2011,72000,1,0,1,23.08,1461.0,63.1,5.0,229999.99999999997
3992,5,2016,49000,1,1,1,19.3,1968.0,141.0,5.0,1545000.0
3993,6,2014,42939,1,1,1,16.96,1968.0,138.03,5.0,1249000.0
3994,4,2016,32545,1,1,1,12.07,2967.0,241.4,7.0,4876000.0
3995,11,2011,54000,0,0,1,17.0,1197.0,80.0,5.0,320000.0
3996,5,2012,76000,1,1,1,16.07,1995.0,181.0,4.0,875000.0
3997,9,2015,27000,1,0,1,21.19,1396.0,88.73,5.0,599000.0
3998,3,2005,120000,1,0,2,12.7,2609.0,116.6,8.0,290000.0
4001,10,2012,42000,0,0,1,9.8,2354.0,180.0,5.0,625000.0
4002,2,2013,60000,1,0,1,21.9,1396.0,88.76,5.0,545000.0
4003,10,2018,3000,1,1,1,16.36,2179.0,187.7,5.0,5250000.0
4004,10,2013,44000,0,1,1,17.1,1591.0,121.4,5.0,560000.0
4005,9,2014,37000,0,0,1,17.4,1497.0,117.3,5.0,645000.0
4006,10,2012,50000,0,0,1,18.5,1197.0,82.85,5.0,370000.0
4007,3,2013,58581,0,0,1,19.4,1198.0,86.8,5.0,349000.0
4008,9,2013,25500,1,0,1,21.9,1396.0,88.76,5.0,355000.0
4009,10,2017,25000,0,0,1,10.4,2393.0,163.5,5.0,900000.0
4010,6,2011,53766,0,0,1,19.0,998.0,66.1,5.0,270000.0
4012,3,2006,68000,0,0,1,19.7,796.0,46.3,5.0,150000.0
4013,7,2017,40000,1,0,1,16.0,2179.0,140.0,7.0,1590000.0
4014,6,2013,73212,1,0,1,22.9,1248.0,74.0,5.0,520000.0
4015,10,2014,69000,1,1,1,17.05,1995.0,184.0,5.0,1625000.0
4016,10,2007,61932,1,1,2,14.3,1968.0,140.0,5.0,331000.0
4017,2,2012,52000,1,1,1,16.09,1995.0,184.0,5.0,2400000.0
4018,9,2011,150000,0,0,1,18.5,1197.0,85.8,5.0,250000.0
4019,7,2013,70933,1,0,2,21.9,1396.0,88.76,5.0,390000.0
4020,9,2013,115195,1,0,1,25.2,1248.0,74.0,5.0,385000.0
4021,5,2011,62148,0,0,1,11.7,1796.0,178.0,5.0,880000.0000000001
4022,3,2009,32000,0,0,2,14.28,1798.0,138.03,5.0,495000.0
4023,9,2014,58000,1,0,1,22.32,1582.0,126.32,5.0,575000.0
4024,8,2014,68598,1,0,1,19.01,1461.0,108.45,5.0,617000.0
4025,3,2010,84072,1,0,1,17.8,1248.0,75.0,5.0,345000.0
4026,7,2016,51264,0,0,1,24.07,998.0,67.1,5.0,320000.0
4027,4,2017,21363,0,1,1,13.0,1591.0,121.3,5.0,1349000.0
4028,5,2016,40000,0,1,1,15.04,1991.0,183.0,5.0,2450000.0
4029,9,2015,35000,0,1,1,10.1,2354.0,152.0,5.0,1470000.0
4030,6,2014,55000,1,0,1,22.7,1498.0,89.84,5.0,600000.0
4031,4,2016,43252,1,1,1,13.0,2143.0,204.0,5.0,3418000.0
4032,5,2014,42000,1,0,1,24.0,1120.0,70.0,5.0,350000.0
4033,6,2006,69000,0,0,1,16.6,1388.0,68.0,5.0,215000.0
4034,9,2018,14000,1,1,1,17.6,1582.0,126.2,5.0,1125000.0
4035,5,2010,70000,0,0,1,19.0,998.0,66.1,5.0,200000.0
4036,8,2015,35314,1,0,1,23.2,1248.0,73.94,5.0,426999.99999999994
4037,8,2017,38691,0,0,1,17.8,1497.0,117.3,5.0,768000.0
4038,4,2017,72717,1,0,1,12.99,2494.0,100.6,7.0,1452000.0
4039,10,2011,82000,0,1,2,11.8,3498.0,272.0,7.0,1685000.0000000002
4040,10,2015,44000,1,0,1,21.14,1498.0,103.52,5.0,575000.0
4041,10,2017,27000,0,0,1,15.8,1499.0,110.0,5.0,830000.0000000001
4042,3,2014,18500,0,1,1,23.1,998.0,67.04,5.0,395000.0
4043,10,2014,45000,0,0,1,15.04,1598.0,103.6,5.0,480000.0
4044,1,2011,173000,1,1,1,13.5,2400.0,215.0,5.0,1200000.0
4045,1,2017,42000,1,0,1,23.59,1364.0,67.04,5.0,625000.0
4046,7,2012,90000,1,0,1,19.4,1405.0,70.0,5.0,250000.0
4047,11,2014,82329,0,1,1,18.0,1497.0,117.3,5.0,750000.0
4048,5,2010,80302,0,0,1,17.0,1497.0,118.0,5.0,350000.0
4049,6,2005,105000,1,0,1,18.7,1896.0,66.0,5.0,199000.0
4050,9,2009,60000,0,0,1,14.53,1798.0,138.0,5.0,225000.0
4051,5,2014,70000,0,0,1,16.78,1496.0,88.73,5.0,325000.0
4052,2,2016,45000,1,1,1,17.05,1995.0,184.0,5.0,2850000.0
4053,9,2006,44000,0,1,1,16.4,1497.0,78.0,5.0,150000.0
4054,5,2017,25500,1,0,1,22.54,1396.0,88.73,5.0,700000.0
4055,5,2014,68000,1,1,1,13.0,2987.0,261.5,5.0,2750000.0
4056,1,2015,61786,1,0,1,19.67,1582.0,126.2,5.0,1050000.0
4057,7,2014,65000,1,1,2,15.73,1968.0,174.33,5.0,2150000.0
4058,5,2016,77000,1,1,1,12.63,2179.0,147.5,5.0,3500000.0
4059,6,2015,34000,1,1,1,21.66,1498.0,103.52,5.0,799000.0
4060,4,2015,59751,0,1,1,23.1,998.0,67.04,5.0,488000.0
4061,10,2013,23312,0,1,1,11.05,2894.0,444.0,4.0,4050000.0
4062,10,2015,30000,0,0,1,20.73,1373.0,91.1,5.0,655000.0
4063,4,2015,60146,1,1,1,14.16,1968.0,174.3,5.0,2964000.0
4065,8,2014,43316,0,0,1,18.88,999.0,123.37,5.0,622000.0
4066,5,2009,92000,0,0,2,17.0,1497.0,118.0,5.0,225000.0
4067,6,2015,50000,1,1,1,16.36,2179.0,187.7,5.0,3800000.0
4068,10,2008,69000,0,0,2,20.4,1197.0,81.8,5.0,215000.0
4069,4,2014,60280,1,1,1,22.48,1995.0,190.0,5.0,2245000.0
4070,4,2017,48161,1,1,1,15.0,2143.0,107.3,5.0,2087000.0
4071,10,2013,41000,0,0,1,19.4,1198.0,86.8,5.0,310000.0
4072,10,2016,6000,0,0,1,18.6,1197.0,81.83,5.0,595000.0
4074,5,2010,76000,1,0,1,11.5,2982.0,171.0,7.0,925000.0
4075,10,2011,15590,0,0,1,19.81,1086.0,68.05,5.0,225000.0
4076,8,2016,69681,0,0,1,17.0,1197.0,80.0,5.0,613000.0
4078,11,2014,49112,0,1,2,15.5,1198.0,86.7,5.0,379000.0
4081,11,2013,15200,0,1,2,16.95,1197.0,78.9,5.0,385000.0
4082,6,2013,86300,1,0,1,22.07,1199.0,73.9,5.0,450000.0
4083,4,2018,26731,0,0,1,21.1,998.0,100.0,5.0,861000.0
4084,1,2016,74000,1,0,1,21.9,1396.0,88.76,5.0,650000.0
4085,3,2005,83929,0,1,1,11.3,1794.0,125.0,5.0,260000.0
4086,11,2015,65000,1,0,1,12.99,2494.0,100.6,7.0,1500000.0
4087,11,2017,20000,0,1,1,23.1,998.0,67.04,5.0,470000.0
4088,6,2015,122086,1,1,1,19.3,1968.0,141.0,5.0,1299000.0
4089,8,2018,35442,0,0,1,17.3,1497.0,117.3,7.0,732000.0
4090,5,2015,62542,1,0,2,23.9,1582.0,126.2,5.0,650000.0
